selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-072713, 920713.76756432, -1102920.43978956, 976939.82502093, 1.66, 1.62, 1.30
04-1-072714, 921867.48329222, -1102267.45184663, 976588.74038563, 1.04, 1.00, 1.52
04-1-072720, 927242.07460629, -1104378.44666470, 969086.75649928, 2.90, 2.86, 1.83
04-1-072736, 887526.65978547, -1134512.28458958, 971461.30354501, 1.15, 1.01, 0.05
04-1-072737, 889698.49437124, -1136552.57910760, 967079.92639564, 2.48, 2.39, 2.94
04-1-072738, 883279.34444646, -1139866.65787828, 969061.58830676, 1.14, 1.05, 2.73
04-1-072750, 852609.32962986, -1159159.75260869, 973634.81807107, 1.05, 1.00, 1.26
04-1-072754, 846504.34908335, -1166782.60682115, 969849.21271433, 1.09, 0.98, 1.53
04-1-072758, 840423.17847099, -1172506.60688356, 968233.39020255, 1.14, 0.99, 0.85
04-1-072762, 850010.72648294, -1174157.47332418, 957807.26281487, 1.55, 1.47, 1.66
04-1-072763, 846536.06152008, -1176432.32673814, 958093.12551106, 1.05, 0.97, 0.23
04-1-072764, 848419.51586918, -1178702.58994481, 953626.38887024, 1.66, 1.44, 1.10
04-1-072767, 848523.26184264, -1182891.47823804, 948332.63406030, 1.35, 1.29, 0.09
04-1-072782, 807696.52033547, -1201163.91470468, 960932.01687180, 1.35, 1.32, 1.23
04-1-072790, 794211.45587118, -1200650.96477699, 972740.55335586, 1.86, 1.81, 2.98
04-1-072796, 771058.73984706, -1217059.03814729, 970976.04366402, 1.16, 1.10, 0.10
04-1-072798, 774908.11925741, -1223938.12291360, 959193.22244669, 2.20, 2.10, 2.83
04-1-072808, 714029.31405201, -1249241.58261752, 973712.67165098, 2.20, 2.01, 0.84
04-1-072814, 742013.96985602, -1232140.40129207, 974578.91422006, 1.14, 1.05, 1.81
04-1-072818, 729800.16883273, -1245457.69448219, 966843.11283001, 1.37, 1.29, 1.43
04-1-072829, 708042.13677560, -1262800.53167087, 960505.02849387, 6.21, 5.96, 2.56
04-1-072840, 667902.83890830, -1285767.69841835, 958783.59575152, 1.04, 0.98, 1.08
04-1-072858, 687558.74449610, -1270447.09471897, 965290.58442889, 1.24, 1.12, 1.60
04-1-072873, 669487.55651135, -1279251.76591521, 966364.36765812, 1.02, 0.99, 1.65
04-1-072879, 662204.80858971, -1294340.17903351, 951171.41064067, 1.16, 1.05, 0.84
04-1-072880, 655250.94164541, -1287668.70526266, 964942.62469847, 1.08, 1.05, 0.16
04-1-072885, 653933.78246840, -1294232.06555333, 957022.84645673, 1.94, 1.74, 2.30
04-1-072889, 643138.13727410, -1303237.54982257, 952105.02840604, 1.09, 0.98, 2.77
04-1-072920, 609806.21072996, -1321315.91899898, 949115.05496175, 1.29, 1.25, 3.11
04-1-072936, 582166.37591621, -1326652.37801478, 958975.77584646, 1.64, 1.58, 1.42
04-1-072937, 583524.21720283, -1327290.64283211, 957265.79244646, 1.28, 1.23, 1.37
04-1-072940, 590530.42957376, -1330475.57608939, 948507.94049235, 1.77, 1.63, 0.72
04-1-072951, 604160.49026283, -1322649.24625445, 950866.88520944, 4.94, 4.86, 1.30
04-1-072972, 530414.53527529, -1348122.50870379, 959054.16025108, 1.22, 1.11, 0.17
04-1-072984, 507064.15918781, -1357649.22495168, 958244.89586706, 2.58, 2.52, 1.22
04-1-073003, 521667.23744865, -1341049.32044699, 973657.42101693, 3.59, 3.42, 0.81
04-1-073004, 517513.97505657, -1345992.83316882, 969041.45354021, 2.17, 2.06, 0.39
04-1-073005, 498347.99243848, -1360181.36508540, 959226.09040151, 2.58, 2.56, 1.15
04-1-073010, 481341.15275716, -1358587.23370724, 970108.33573891, 1.69, 1.55, 0.26
04-1-073016, 470878.80026048, -1373603.14138788, 953963.48223325, 2.06, 1.78, 2.76
04-1-073030, 465680.74047632, -1367458.77460277, 965275.45690923, 1.07, 0.96, 0.57
04-1-073038, 460063.80804591, -1358029.15453136, 981150.78758015, 2.35, 2.13, 2.69
04-1-073041, 454175.94993148, -1381546.53059283, 950585.16205059, 3.44, 3.17, 0.42
04-1-073043, 444550.57137844, -1379564.98001408, 957984.35029277, 1.51, 1.42, 2.22
04-1-073047, 434528.37599452, -1375719.57734513, 968059.65465198, 1.04, 0.96, 2.65
04-1-073056, 415779.77028964, -1385866.14853466, 961800.89465731, 1.31, 1.16, 0.22
04-1-073060, 412785.49128123, -1389087.89462638, 958437.12323248, 1.41, 1.35, 1.83
04-1-073061, 413942.82920115, -1390759.81171778, 955508.89072980, 1.10, 1.02, 1.63
04-1-073066, 416501.20062189, -1395257.42437664, 947809.17362220, 1.95, 1.87, 0.09
04-1-073068, 403855.42001189, -1392891.98192535, 956719.12618861, 1.04, 1.01, 2.25
04-1-073076, 390391.71485857, -1391005.99160447, 965015.75131718, 1.06, 1.03, 0.64
04-1-073078, 383917.11651429, -1388028.56644449, 971876.07562971, 2.29, 2.22, 0.05
04-1-074729, 387818.76855743, -1383508.82991327, 976759.27449224, 1.21, 1.07, 1.47
04-1-074742, 411860.52998541, -1357125.30981925, 1003563.92785320, 1.52, 1.41, 0.26
04-1-074747, 427087.45773960, -1362087.91292704, 990389.61065815, 1.17, 1.07, 1.52
04-1-074751, 425613.05012750, -1370360.20761760, 979553.56818267, 1.52, 1.46, 1.56
04-1-074760, 442402.41687780, -1355534.51584332, 992655.54846487, 1.30, 1.17, 1.42
04-1-074764, 453878.29247137, -1358784.40219730, 982984.33556624, 1.92, 1.63, 2.20
04-1-074767, 453124.60892960, -1348612.31593781, 997237.01800688, 1.46, 1.31, 2.17
04-1-074770, 442035.21809656, -1351769.27181346, 997939.60826456, 2.15, 1.89, 2.83
04-1-074790, 489667.12513600, -1338512.61482249, 993563.71034882, 1.39, 1.35, 1.16
04-1-074798, 513890.31489705, -1324819.74501626, 999664.01729284, 1.15, 1.10, 2.39
04-1-074799, 516317.80030888, -1330733.41345587, 990516.66891389, 1.18, 1.02, 1.54
04-1-074825, 561164.08410882, -1323560.90769324, 975622.95705491, 1.83, 1.77, 2.48
04-1-074830, 555450.54812814, -1310021.34698648, 996934.05951641, 1.06, 1.03, 0.52
04-1-074837, 582458.21562077, -1309883.45534584, 981583.67980887, 1.46, 1.44, 2.56
04-1-074851, 610302.61323342, -1298959.30414136, 979180.37483655, 2.30, 2.11, 2.51
04-1-074917, 647144.75020301, -1263489.57338621, 1001676.85918614, 1.61, 1.51, 0.58
04-1-074928, 657098.30497912, -1270763.74085147, 985870.22093719, 1.10, 1.05, 0.10
04-1-074929, 663379.55230094, -1265751.76049540, 988108.70373244, 1.09, 1.07, 0.34
04-1-074933, 671384.16658227, -1264446.33464120, 984366.56164005, 1.67, 1.66, 2.50
04-1-074938, 678018.56963057, -1260534.45838657, 984836.25971843, 1.62, 1.43, 0.82
04-1-074953, 707789.18880058, -1249384.51571556, 978075.43477341, 1.06, 0.98, 0.73
04-1-074964, 712071.26779848, -1239180.56576014, 987899.18261847, 1.21, 1.12, 1.60
04-1-074974, 724139.59002878, -1224989.87110867, 996785.04695552, 1.30, 1.20, 0.21
04-1-074984, 759279.36619689, -1206415.49445263, 993285.08436010, 2.09, 2.01, 0.07
04-1-074985, 763667.48634160, -1207769.14505451, 988263.33664616, 2.12, 2.04, 0.84
04-1-074993, 786346.25186478, -1188445.15418029, 993889.55507320, 1.05, 1.02, 0.07
04-1-075006, 802274.19619534, -1176928.16929770, 994864.29146527, 1.30, 1.18, 0.59
04-1-075022, 800203.66123910, -1186127.42545295, 985563.08328179, 3.10, 2.84, 0.33
04-1-075035, 844785.62969138, -1141787.28131720, 1000608.71677655, 1.21, 1.12, 0.80
04-1-075036, 845711.63726544, -1145964.35805186, 995035.81677676, 1.12, 1.07, 1.02
04-1-075037, 849932.55172435, -1149708.67417271, 987088.33548541, 1.07, 1.05, 0.84
04-1-075062, 869746.73435392, -1119050.97040941, 1004900.14613714, 1.27, 1.22, 2.04
04-1-075063, 879777.81288790, -1117235.62371367, 998165.47779179, 1.60, 1.45, 2.47
04-1-075069, 872317.58096303, -1130603.35265505, 989624.60403325, 1.14, 1.07, 2.93
04-1-075073, 886902.40838747, -1122167.37352079, 986257.19961984, 1.41, 1.31, 0.15
04-1-075074, 888606.05450757, -1114652.98684877, 993220.39789848, 1.16, 1.11, 0.78
04-1-075082, 920019.65896583, -1098693.52759526, 982341.65112585, 1.05, 0.96, 1.75
04-1-075088, 915123.80950384, -1090563.43197554, 995880.80316718, 1.21, 1.11, 2.97
04-1-075097, 896125.36408207, -1098366.80019169, 1004543.90849054, 1.26, 1.15, 0.52
04-1-075098, 903124.05441688, -1099911.68556114, 996554.05588441, 1.59, 1.54, 2.51
04-1-075099, 896695.98659266, -1103541.56516385, 998344.16990552, 2.99, 2.84, 0.44
04-1-075106, 927383.80642971, -1083871.84099511, 991836.61349530, 2.47, 2.40, 1.72
04-1-075115, 934744.27876858, -1078984.14723134, 990255.06983447, 1.15, 1.04, 0.55
04-1-075117, 936201.33210306, -1067570.60633806, 1001188.70661402, 1.45, 1.37, 1.89
04-1-075124, 939232.90900319, -1088111.79794324, 975916.50146010, 1.13, 1.04, 0.84
04-1-075126, 938403.01862068, -1086958.57895890, 977997.74144486, 1.26, 1.22, 1.75
04-1-075127, 940388.73085071, -1081717.22389497, 981893.90588695, 1.08, 0.94, 1.26
04-1-075132, 948421.21720570, -1073391.12295425, 983304.35365509, 1.48, 1.37, 1.37
04-1-075144, 956520.13305652, -1048074.11518624, 1002580.99130899, 1.71, 1.64, 0.24
04-1-075150, 945325.08247837, -1054988.80796806, 1005941.28233183, 1.88, 1.73, 0.81
04-1-075191, 1008258.41245603, -1017379.82071512, 983316.85336585, 1.46, 1.40, 0.89
04-1-075192, 1007249.69993168, -1022411.57030736, 979122.76190945, 1.12, 1.07, 2.25
04-1-075205, 1000563.32107528, -1006167.18436521, 1002526.50719340, 1.05, 0.95, 0.88
04-1-075208, 1007904.76530023, -1000089.44324029, 1001253.13962275, 1.28, 1.21, 0.19
04-1-075220, 1013416.72443552, -998667.11535805, 997100.44395579, 1.12, 0.99, 0.36
04-1-075221, 1009477.15580700, -1003224.30410486, 996521.76471823, 1.72, 1.66, 0.27
04-1-075236, 1022487.25601913, -1001503.27672537, 984921.19379512, 1.73, 1.63, 0.24
04-1-075248, 1039079.03361333, -991162.82425002, 977992.72887374, 1.45, 1.38, 0.99
04-1-075249, 1046284.37206943, -982251.54465241, 979300.60542778, 1.19, 1.17, 2.48
04-1-075260, 1052426.37738961, -973875.35083051, 981083.21829462, 1.07, 1.06, 2.79
04-1-075279, 1070421.37666502, -936489.23654138, 997870.10488375, 2.55, 2.37, 2.86
04-1-075289, 1073856.07610286, -944668.24085325, 986404.48221823, 1.29, 1.24, 0.92
04-1-075293, 1075855.23843932, -950330.98690616, 978757.00827562, 1.01, 0.99, 1.31
04-1-075297, 1081045.31264711, -942125.99376883, 980968.09523491, 1.18, 1.10, 1.73
04-1-075303, 1089763.71210746, -926019.51643941, 986641.61018430, 1.07, 1.03, 1.61
04-1-075322, 1095736.74471802, -923251.80189108, 982611.75271805, 1.40, 1.24, 1.37
04-1-077139, 1087245.96728029, -912372.36566795, 1002013.78882638, 1.23, 1.10, 1.77
04-1-077149, 1064249.32116663, -918019.67890631, 1021357.92528238, 1.10, 1.01, 0.70
04-1-077151, 1074814.89097168, -923736.24616942, 1005008.98386949, 1.12, 1.02, 1.34
04-1-077153, 1075198.53579558, -926646.53837897, 1001914.69773295, 1.19, 1.01, 1.05
04-1-077161, 1054925.74958296, -915934.47747909, 1032838.05886109, 1.18, 1.09, 2.99
04-1-077167, 1058352.80115980, -918748.02834510, 1026815.54754941, 1.55, 1.42, 0.35
04-1-077182, 1061889.32049502, -922208.12479027, 1020040.19802626, 1.21, 1.10, 1.85
04-1-077183, 1062460.99212376, -919132.32504777, 1022218.74824701, 1.63, 1.55, 3.02
04-1-077189, 1059967.36536770, -932319.12261219, 1012822.29337978, 1.43, 1.35, 1.96
04-1-077191, 1054537.15904935, -942964.39954354, 1008626.92873908, 1.04, 1.04, 2.96
04-1-077198, 1040396.20404926, -961160.04733416, 1006134.11730667, 6.51, 5.89, 1.67
04-1-077199, 1043319.66677010, -945825.43871917, 1017574.11150363, 2.67, 2.41, 0.52
04-1-077201, 1043698.03639685, -941664.75975231, 1021039.00467220, 1.41, 1.35, 1.74
04-1-077208, 1036476.12580059, -950188.10678648, 1020499.17313387, 1.77, 1.72, 1.62
04-1-077215, 1037397.40321338, -959396.89516704, 1010902.06516259, 1.65, 1.45, 1.40
04-1-077218, 1036644.40196000, -956119.03997411, 1014772.64709096, 1.19, 1.02, 1.37
04-1-077221, 1034662.30393616, -953823.13448253, 1018947.54768803, 1.12, 1.05, 1.37
04-1-077222, 1035153.48988744, -948643.12812420, 1023275.24539421, 1.24, 1.07, 1.79
04-1-077223, 1033398.26640513, -949160.52792348, 1024568.72645171, 1.34, 1.20, 2.81
04-1-077225, 1031815.10244399, -948835.86085795, 1026463.27918657, 1.24, 1.08, 0.53
04-1-077243, 1044070.75846351, -927621.32956186, 1033437.79699763, 1.15, 1.07, 1.50
04-1-077247, 1044748.83419487, -930314.04113223, 1030327.33552045, 1.54, 1.47, 1.33
04-1-077258, 1031935.28899394, -945627.60896088, 1029299.15209327, 1.04, 0.96, 1.43
04-1-077269, 1034051.74648113, -938970.07348022, 1033262.28359884, 1.04, 1.00, 1.44
04-1-077272, 1043818.66069418, -925996.53017060, 1035148.19697404, 1.38, 1.30, 2.17
04-1-077273, 1044450.42127525, -924474.23048750, 1035871.36009377, 1.14, 1.05, 2.32
04-1-077274, 1037562.14942177, -933241.91186472, 1034931.43735532, 1.54, 1.44, 2.10
04-1-077282, 1027348.28703139, -973520.88304579, 1007656.36375077, 1.52, 1.31, 1.40
04-1-077283, 1022945.45407691, -975261.87497018, 1010448.23381163, 2.22, 2.04, 2.32
04-1-077285, 1025374.02020800, -971446.28049263, 1011661.50603822, 1.73, 1.61, 1.04
04-1-077286, 1027054.34031065, -971644.55572297, 1009764.82379957, 2.01, 1.89, 2.57
04-1-077290, 1030713.26981998, -960550.46425859, 1016627.62161453, 1.29, 1.23, 2.82
04-1-077309, 1028272.81836103, -963621.77404991, 1016192.32805447, 1.09, 0.95, 2.29
04-1-077315, 1027223.81889941, -953620.22317870, 1026634.52885159, 1.17, 1.06, 2.79
04-1-077330, 1020936.10180785, -957817.85295322, 1028996.20824835, 1.10, 0.97, 2.89
04-1-077336, 1014922.01302535, -966497.17121088, 1026827.77792479, 6.23, 6.19, 1.88
04-1-077341, 1014595.57858375, -983314.53456136, 1011062.36110276, 1.58, 1.54, 2.77
04-1-077342, 1016203.34709335, -980445.38017241, 1012233.35938648, 1.23, 1.19, 1.66
04-1-077344, 1013210.25713136, -981457.64305667, 1014250.77260481, 1.18, 1.05, 1.95
04-1-077345, 1013742.13047922, -982144.33619954, 1013053.87604145, 1.24, 1.13, 1.23
04-1-077347, 1008267.25697267, -981456.21613873, 1019166.12694862, 2.07, 1.84, 1.26
04-1-077354, 1014084.48575010, -972811.86987859, 1021679.24593987, 1.10, 1.01, 2.10
04-1-077358, 1000713.32995958, -979697.21292124, 1028263.08026475, 1.39, 1.20, 1.19
04-1-077360, 996948.47641205, -981273.12628703, 1030415.23038364, 1.10, 0.97, 1.29
04-1-077361, 993003.04260684, -985750.49960742, 1029951.29491509, 1.36, 1.25, 1.20
04-1-077365, 1010221.05870152, -974163.05896173, 1024216.04513419, 1.16, 0.92, 1.76
04-1-077373, 1011362.28586112, -965736.09817653, 1031047.46516179, 2.11, 1.99, 2.59
04-1-077380, 1003364.42138863, -1001964.43751426, 1003935.18906760, 2.14, 2.07, 1.49
04-1-077381, 994333.93278242, -1005678.76662993, 1009192.25545341, 1.71, 1.59, 0.69
04-1-077382, 994584.56155203, -1010719.52192156, 1003895.59114930, 1.38, 1.26, 1.08
04-1-077383, 983795.69446240, -1005566.58144359, 1019578.65897689, 1.42, 1.23, 1.42
04-1-077388, 979688.34294975, -1004134.29133149, 1024931.13703340, 1.13, 1.07, 1.14
04-1-077392, 985506.90400519, -1016360.64253238, 1007147.43035430, 1.92, 1.60, 1.39
04-1-077406, 940158.30753237, -1058851.33908201, 1006724.86733075, 1.10, 0.93, 1.38
04-1-077408, 938416.00797262, -1060276.10202320, 1006850.90428486, 1.26, 1.10, 1.59
04-1-077415, 905405.59940322, -1071782.22240128, 1024735.24791230, 1.12, 1.05, 2.79
04-1-077416, 903511.85880723, -1074133.82504765, 1023944.14246247, 1.11, 0.99, 1.82
04-1-077429, 892972.28171068, -1097510.00709492, 1008281.23478667, 1.12, 0.96, 1.91
04-1-077431, 886239.16338461, -1101471.65610950, 1009900.53771188, 1.05, 1.02, 1.88
04-1-077436, 866804.04614797, -1111576.48260840, 1015680.67269858, 1.52, 1.49, 1.97
04-1-077447, 841832.53115226, -1122275.96068055, 1024877.26951685, 1.60, 1.54, 0.22
04-1-077448, 834767.18131314, -1128699.78476898, 1023601.14735427, 1.14, 0.93, 1.73
04-1-077455, 849366.44580581, -1128745.07420428, 1011469.20773634, 1.23, 1.14, 2.55
04-1-077458, 846348.55592415, -1130925.90103770, 1011562.89386630, 1.21, 1.14, 1.48
04-1-077459, 843514.22345468, -1131207.84057582, 1013613.01108926, 1.28, 1.23, 0.89
04-1-077463, 833144.50051835, -1145631.41748737, 1005961.06113602, 1.06, 0.96, 1.41
04-1-077464, 831973.88166725, -1141004.63082953, 1012169.28062904, 1.04, 0.97, 1.46
04-1-077468, 821302.31604926, -1139769.73895614, 1022226.10405525, 2.10, 1.97, 1.37
04-1-077480, 800471.50471329, -1151984.95399000, 1025053.55758745, 1.06, 1.03, 3.05
04-1-077492, 774010.11635382, -1177198.10657707, 1016696.47272591, 1.40, 1.24, 2.12
04-1-077494, 768558.41255491, -1189512.10355598, 1006448.05230320, 1.44, 1.32, 1.57
04-1-077496, 768752.44545603, -1172542.34193610, 1026022.85255855, 1.31, 1.23, 1.14
04-1-077498, 749060.43942118, -1180467.00068717, 1031486.73204399, 1.43, 1.26, 1.20
04-1-077500, 757201.08665228, -1179824.23243122, 1026265.09973821, 1.11, 1.04, 1.12
04-1-077505, 752998.08810409, -1184112.61459711, 1024416.88548343, 2.12, 1.91, 1.41
04-1-077510, 751007.01735414, -1200742.96635778, 1006361.53971978, 1.19, 1.16, 1.63
04-1-077516, 730565.14289904, -1201615.81580098, 1020270.92637096, 2.43, 2.36, 1.18
04-1-077518, 726245.34795261, -1209201.02322083, 1014376.33056913, 1.14, 1.06, 1.31
04-1-077520, 721013.65097083, -1217178.78356730, 1008550.38741123, 1.24, 1.16, 1.57
04-1-077521, 718649.72557455, -1217399.97075708, 1009969.62485626, 1.12, 1.05, 1.89
04-1-077528, 697914.99156466, -1221543.32385405, 1019463.25706074, 1.08, 1.02, 1.70
04-1-077530, 705867.97054956, -1209837.99843737, 1027911.07868789, 1.21, 1.12, 1.74
04-1-077534, 704971.84691389, -1213844.24989123, 1023794.70210819, 1.07, 0.99, 1.50
04-1-077541, 686384.20726682, -1229853.07994395, 1017298.81635981, 1.58, 1.44, 1.25
04-1-077549, 683002.17283480, -1234759.28517378, 1013625.32504870, 1.27, 1.18, 1.93
04-1-077554, 674146.37281826, -1230028.10770559, 1025239.62187880, 2.05, 1.94, 0.78
04-1-077556, 672801.86203688, -1247181.04718320, 1005204.38219634, 1.24, 1.12, 1.50
04-1-077559, 668247.29353870, -1237445.72098565, 1020162.92928752, 1.09, 1.02, 2.02
04-1-077561, 668002.37275394, -1244671.34968013, 1011496.32786310, 1.41, 1.32, 2.05
04-1-077562, 665141.65953745, -1245333.42616537, 1012566.04249945, 1.95, 1.89, 0.93
04-1-077563, 662243.87185858, -1243352.35616043, 1016890.71812859, 1.24, 1.08, 1.33
04-1-077577, 637099.00141024, -1257313.20487327, 1015788.91865061, 1.16, 1.05, 2.32
04-1-077581, 641120.73723809, -1242574.33256056, 1031276.87278682, 1.07, 1.02, 2.56
04-1-077588, 635219.21787556, -1249328.08828572, 1026759.28681552, 1.21, 1.12, 1.50
04-1-077618, 618663.06228162, -1267212.07803318, 1014883.40446336, 1.41, 1.28, 1.36
04-1-077620, 618642.38603821, -1270655.54850238, 1010581.43425311, 1.35, 1.26, 0.91
04-1-077622, 611654.77063516, -1274509.17565037, 1009981.96159252, 1.08, 0.98, 1.48
04-1-077626, 605145.93077548, -1275985.86121559, 1012036.18731930, 1.47, 1.39, 1.95
04-1-077632, 589419.49275415, -1280783.22923517, 1015252.55048750, 1.46, 1.38, 1.29
04-1-077637, 569747.18807746, -1291606.63480956, 1012768.08924539, 1.05, 0.96, 1.40
04-1-077639, 550847.80538678, -1294385.80392190, 1019652.31618726, 1.09, 0.99, 1.37
04-1-077640, 550328.43982370, -1301795.60408340, 1010458.10081881, 1.30, 1.12, 1.44
04-1-077641, 552384.38875024, -1305388.23531444, 1004684.92681422, 1.18, 1.09, 1.61
04-1-077643, 549352.52810928, -1305136.04519971, 1006672.96744295, 1.28, 1.19, 2.20
04-1-077650, 535672.88002543, -1310468.27636023, 1007117.77973517, 1.35, 1.29, 0.73
04-1-077651, 533103.52072655, -1312547.04971601, 1005773.15457848, 1.56, 1.40, 0.98
04-1-077660, 530457.31250787, -1313455.90000636, 1005985.78436547, 1.90, 1.70, 1.49
04-1-077662, 524887.26698710, -1300840.81123525, 1025117.21319059, 1.40, 1.32, 0.00
04-1-077665, 520223.18317206, -1318570.91039862, 1004637.92181108, 1.04, 0.97, 0.18
04-1-077667, 508086.21399173, -1307419.63194952, 1025212.69263726, 1.85, 1.76, 2.98
04-1-077668, 505765.50004039, -1308545.46748658, 1024923.79155194, 1.22, 1.19, 1.85
04-1-077674, 485835.11589438, -1325527.59994456, 1012669.53244832, 1.18, 1.13, 1.56
04-1-077675, 479992.30009096, -1329370.27345628, 1010416.16569816, 1.39, 1.26, 1.61
04-1-077694, 441329.81702106, -1340419.66845160, 1013440.60755245, 3.41, 3.38, 1.56
04-1-077700, 406639.89082006, -1348898.08420691, 1016698.93164927, 1.56, 1.52, 0.32
04-1-077704, 376834.09246217, -1351398.07905895, 1024830.74635473, 1.08, 1.06, 0.87
04-1-077705, 369283.43494675, -1358626.51067550, 1017999.26776184, 1.07, 1.02, 1.11
04-1-078715, 379426.18165070, -1345433.64378139, 1031699.00787928, 1.07, 0.99, 1.82
04-1-078720, 410716.31551875, -1334805.56163328, 1033520.67265226, 1.65, 1.39, 1.46
04-1-078721, 402711.01364268, -1334095.67917593, 1037579.54793596, 1.49, 1.28, 1.44
04-1-078723, 396766.49843662, -1341955.09600377, 1029704.63047801, 2.15, 2.05, 0.12
04-1-078724, 398496.41693064, -1341517.39822275, 1029606.93274623, 1.30, 1.26, 2.12
04-1-078725, 398925.46192392, -1340219.10149145, 1031130.44559175, 1.12, 0.97, 1.61
04-1-078726, 407325.21694125, -1339488.35706888, 1028793.40439209, 2.02, 1.77, 2.18
04-1-078736, 433920.28934534, -1324448.92156689, 1037355.77149537, 1.47, 1.28, 1.63
04-1-078737, 433237.75184206, -1320807.14068322, 1042272.66466077, 1.13, 1.08, 1.89
04-1-078739, 433660.14707290, -1313265.89659466, 1051584.67166564, 1.15, 1.00, 1.83
